,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
86,86,1.3735760703774564e+25,-3.652142159776963e-23,25.13785271619949,0,100,0,0.0,14.51,0.0,10.03338828710241,0.0,10.03338828710241,0.0,-0.041102975618842234,1.037725281880056,1.6437612373042298,0
87,87,2.6943406391336723e+25,-1.8619376001262626e-23,25.430452501685398,0,100,0,0.0,14.44,0.0,10.033786437431244,0.0,10.033786437431244,0.0,-0.04078119960557067,1.0363782138145061,-0.364235802823784,0
88,88,5.142312298889422e+25,-9.756103727498459e-24,25.711158448340644,0,100,0,0.0,14.53,0.0,10.034184603559742,0.0,10.034184603559742,0.0,-0.040461967391121616,1.0358500443929368,-0.15562704347029077,0
89,89,1.0231550219940057e+26,-4.9035504825086594e-24,26.009941440257585,0,100,0,0.0,14.51,0.0,10.034582785488423,0.0,10.034582785488423,0.0,-0.04014525886649786,1.0356612931843006,-0.06900214759323635,0
90,90,2.0346083580978435e+26,-2.4659740400530402e-24,26.30848082423148,0,100,0,0.0,14.43,0.0,10.034980983218022,0.0,10.034980983218022,0.0,-0.03983105408166487,1.0348512780017551,-0.22772208646285147,0
91,91,4.0098776107578524e+26,-1.2512827020325778e-24,26.603131117312536,0,100,0,0.0,14.47,0.0,10.035379196749092,0.0,10.035379196749092,0.0,-0.039519333244296025,1.0411094268440995,1.5791972714175733,0
92,92,7.79929189730976e+26,-6.43351943284149e-25,26.892055174607048,0,100,0,0.0,14.54,0.0,10.035777426082296,0.0,10.035777426082296,0.0,-0.039210076718525035,1.039515430661739,-0.42587079750089674,0
93,93,1.543305087475211e+27,-3.2513912859901436e-25,27.18845178783226,0,100,0,0.0,14.48,0.0,10.03617567121828,0.0,10.03617567121828,0.0,-0.038903265023709006,1.0367913253976315,-0.7141247707366261,0
94,94,3.0031285624918013e+27,-1.670953384508266e-25,27.477573924535193,0,100,0,0.0,14.47,0.0,10.036573932157586,0.0,10.036573932157586,0.0,-0.0385988788332017,1.0419739600285833,1.3017466786857093,0
95,95,5.958252231816101e+27,-8.422414444427095e-26,27.775118884338443,0,100,0,0.0,14.54,0.0,10.036972208900925,0.0,10.036972208900925,0.0,-0.03829689897313635,1.0384071076342882,-0.9264768649714838,0
96,96,1.1845915354424036e+28,-4.236469664268071e-26,28.07356862504324,0,100,0,0.0,14.54,0.0,10.037370501448896,0.0,10.037370501448896,0.0,-0.03799730642121748,1.037844378059307,-0.16416915600026658,0
97,97,2.3648915480884326e+28,-2.1221629612491564e-26,28.373811229155557,0,100,0,0.0,14.59,0.0,10.03776880980215,0.0,10.03776880980215,0.0,-0.03770008230552258,1.0322819764977678,-1.4388010585073296,0
98,98,4.643072131169123e+28,-1.0809404340736197e-26,28.66680543058097,0,100,0,0.0,14.57,0.0,10.038167133961247,0.0,10.038167133961247,0.0,-0.03740520790331457,1.0337068827374574,0.3444135878714411,0
99,99,9.251804837262116e+28,-5.424977780298617e-27,28.966226462944874,0,100,0,0.0,14.67,0.0,10.038565473926868,0.0,10.038565473926868,0.0,-0.03711266463986049,1.0290553004215586,-1.2113544604017759,0
