,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
37,37,219.0102909384422,0.00032876596058883933,2.340464522113063,100,0,0,6.54,0.0,0.0,1982.2144791808803,1982.2144791808803,0.0,0.0,-13.92154112774526,0.976038915965213,0.37290144078937987,0
38,38,247.2113252194347,0.001200970455883521,2.3930683627260123,100,0,0,6.54,0.0,0.0,2225.0087137297623,2225.0087137297623,0.0,0.0,-15.730804336987537,0.9802017050290728,1.1076167283016958,0
39,39,279.07871702186645,0.0003175667924182335,2.4457267177770627,100,0,0,6.54,0.0,0.0,2498.3026026099433,2498.3026026099433,0.0,0.0,-17.766868167745624,0.9796290943014386,-0.17535017551134222,0
40,40,314.9491599117253,0.000534973558785623,2.498240454260146,100,0,0,6.54,0.0,0.0,2804.9351982691824,2804.9351982691824,0.0,0.0,-20.05038275111139,0.9835952041194465,1.0503627892397387,0
41,41,355.1953059627622,0.001438456494540219,2.5504672177824066,100,0,0,6.54,0.0,0.0,3148.0089411283993,3148.0089411283993,0.0,0.0,-22.60391708687429,0.987798554925099,1.1098585545103488,0
42,42,395.98032488934064,19.294862967552717,2.597673607631902,100,0,0,6.54,0.0,0.0,3495.564228830753,3495.564228830753,0.0,0.0,-25.172692552655317,0.9875336628208465,-0.0917411715807552,0
43,43,445.84252286224154,0.00031114674179377744,2.649181487571134,100,0,0,6.54,0.0,0.0,3918.637005938888,3918.637005938888,0.0,0.0,-28.318135432623325,0.986936714976658,-0.18072293312683702,0
44,44,507.4532340578799,-21.570144005906045,2.7053960246612117,82,17,1,6.304878048780488,16.58823529411765,13.0,4435.125218213248,5408.689290503961,0.0,0.0,-32.179552948415036,0.9841124516942129,-0.7779119279226614,37
45,45,444.89737295618585,-0.0009716191632804794,2.6482598413200815,92,4,4,6.25,14.75,16.5,3964.016316379389,4308.713387368901,0.0,0.0,-28.201003689161766,0.986780834071224,0.6965934864651985,18
46,46,447.1894877013116,-0.00025039441207042046,2.650491585828785,95,4,1,6.242105263157895,15.75,11.0,3991.763423459344,4201.856235220362,0.0,0.0,-28.19741558774362,0.9920958293171002,1.404261962460829,8
47,47,473.2160326877296,-2.131722765135372,2.6750594502201723,98,2,0,6.3061224489795915,13.0,0.0,4212.025645669618,4297.985352724099,0.0,0.0,-29.715708500795362,0.994125320440713,0.5204392398865788,5
48,48,523.6009360022837,-0.0002461511169471464,2.7190004142352184,100,0,0,6.32,0.0,0.0,4630.477241589685,4630.477241589685,0.0,0.0,-32.7887074186946,0.9833149201388942,-2.897856532922459,2
49,49,585.2514982678263,31.28320446474042,2.7673425341817612,100,0,0,6.32,0.0,0.0,5140.5133352716075,5140.5133352716075,0.0,0.0,-36.561399235993555,0.9810677175015281,-0.6254340611279859,0
50,50,693.1601704267994,-76.19105130521986,2.840833599828348,79,14,7,6.468354430379747,14.0,14.857142857142858,6016.33208711536,7615.610236854886,0.0,0.0,-43.2032592555568,0.9802279102223654,-0.2472715238112255,38
51,51,575.0024300271447,-0.0002554291383951579,2.7596696800725,89,9,2,6.404494382022472,15.555555555555555,15.0,5137.583735276747,5772.565994692974,0.0,0.0,-35.91513280534271,0.9739386338355821,-1.718341861680849,21
52,52,555.4553244068953,0.900918675678561,2.74464913412511,95,5,0,6.3578947368421055,14.4,0.0,4984.462497804557,5246.802629267954,0.0,0.0,-34.42078000667786,0.9765316679390984,0.6836186095290969,11
53,53,595.8557269029579,-3.103837650506147,2.7751411178026273,97,3,0,6.422680412371134,15.0,0.0,5328.491915219804,5493.29063424722,0.0,0.0,-36.86826951953216,0.9748438969327713,-0.4780653073105815,5
54,54,656.7438494209764,-3.565307679309626e-05,2.8173960141950114,98,2,0,6.459183673469388,15.5,0.0,5842.15818982792,5961.385907987673,0.0,0.0,-40.63740893040791,0.9734524998750954,-0.398420347439516,3
55,55,732.342724835845,0.0003326581251172911,2.8647143715930623,99,1,0,6.4646464646464645,17.0,0.0,6477.820156755927,6543.252683591845,0.0,0.0,-45.3411419327534,0.972984799063821,-0.14790825360122922,2
56,56,825.7416042160096,0.0001099736097565085,2.916844166667182,100,0,0,6.5,0.0,0.0,7261.208770815549,7261.208770815549,0.0,0.0,-51.17548642371616,0.9713328915984398,-0.46998017458191393,1
57,57,934.0558887350963,13.410914826770792,2.970372862785856,100,0,0,6.5,0.0,0.0,8168.378455203493,8168.378455203493,0.0,0.0,-57.94221244310986,0.969270621094937,-0.5825202455321298,0
